model,task,prompt_combo,prompt_text,raw_response,prediction,latency_sec,true_label,correct,true_positive,false_positive,true_negative,false_negative,gt_label,summary_accuracy,summary_precision,summary_recall,summary_f1_score,summary_total_predictions,summary_emissions_kgCO2
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def next_permutation(perm):
    for i in range(len(perm) - 2, -1, -1):
        if perm[i] < perm[i + 1]:
            for j in range(len(perm) - 1, i, -1):
                if perm[i] < perm[j]:
                    next_perm = list(perm)
                    ...",0,0,0.2346,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def flatten(arr):
    for x in arr:
        if isinstance(x, list):
            for y in flatten(x):
                yield y
        else:
            yield x

",1,1,0.1519,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
class Node:
    def __init__(self, value=None, successor=None, successors=[], predecessors=[], incoming_nodes=[], outgoing_nodes=[]):
        self.value = value
        self.successor = successor
        self.successors = successors
        self.predecessors ...",0,0,0.1917,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .topological_ordering import topological_ordering


""""""
Driver to test topological ordering
""""""
def main():
    # Case 1: Wikipedia graph
    # Output: 5 7 3 11 8 10 2 9
    
    five = Node(5)
    seven = Node(7)
    three...",1,1,0.4738,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def next_permutation(perm):
    for i in range(len(perm) - 2, -1, -1):
        if perm[i] < perm[i + 1]:
            for j in range(len(perm) - 1, i, -1):
                if perm[j] < perm[i]:
                    next_perm = list(perm)
                    ...",0,0,0.2346,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def is_valid_parenthesization(parens):
    depth = 0
    for paren in parens:
        if paren == '(':
            depth += 1
        else:
            depth -= 1
            if depth < 0:
                return False

    return depth == 0

""""""
def...",1,1,0.38,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def shunting_yard(tokens):
    precedence = {
        '+': 1,
        '-': 1,
        '*': 2,
        '/': 2
    }

    rpntokens = []
    opstack = []
    for token in tokens:
        if isinstance(token, int):
            rpntokens.append(token)
 ...",1,1,0.2691,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def longest_common_subsequence(a, b):
    if not a or not b:
        return ''

    elif a[0] == b[0]:
        return a[0] + longest_common_subsequence(a[1:], b[1:])

    else:
        return max(
            longest_common_subsequence(a, b[1:]),
     ...",1,1,0.1672,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .reverse_linked_list import reverse_linked_list


""""""
Driver to test reverse linked list
""""""
def main():
    # Case 1: 5-node list input
    # Expected Output: 1 2 3 4 5
    node1 = Node(1)
    node2 = Node(2, node1)
    nod...",1,1,0.2982,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

from collections import deque as Queue

def breadth_first_search(startnode, goalnode):
    queue = Queue()
    queue.append(startnode)

    nodesseen = set()
    nodesseen.add(startnode)

    while queue:
        node = queue.popleft()

        if no...",1,1,0.3149,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def find_first_in_sorted(arr, x):
    lo = 0
    hi = len(arr)

    while lo <= hi:
        mid = (lo + hi) // 2

        if x == arr[mid] and (mid == 0 or x != arr[mid - 1]):
            return mid

        elif x <= arr[mid]:
            hi = mid

 ...",0,0,0.2118,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def quicksort(arr):
    if not arr:
        return []

    pivot = arr[0]
    lesser = quicksort([x for x in arr[1:] if x < pivot])
    greater = quicksort([x for x in arr[1:] if x >= pivot])
    return lesser + [pivot] + greater

""""""
def quicksort(arr...",0,0,0.2053,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .minimum_spanning_tree import minimum_spanning_tree


""""""
Driver to test minimum spanning tree
""""""
def main():
    # Case 1: Simple tree input.
    # Output: (1, 2) (3, 4) (1, 4)
    result = minimum_spanning_tree({
        (1, 2): 10,
        (2, ...",0,0,0.3074,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def levenshtein(source, target):
    if source == '' or target == '':
        return len(source) or len(target)

    elif source[0] == target[0]:
        return levenshtein(source[1:], target[1:])

    else:
        return 1 + min(
            levenshte...",0,0,0.1811,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def wrap(text, cols):
    lines = []
    while len(text) > cols:
        end = text.rfind(' ', 0, cols + 1)
        if end == -1:
            end = cols
        line, text = text[:end], text[end:]
        lines.append(line)

    return lines

""""""
Wrap ...",1,1,0.2789,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

from collections import deque as Queue

def breadth_first_search(startnode, goalnode):
    queue = Queue()
    queue.append(startnode)

    nodesseen = set()
    nodesseen.add(startnode)

    while True:
        node = queue.popleft()

        if nod...",1,1,0.1999,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def kheapsort(arr, k):
    import heapq

    heap = arr[:k]
    heapq.heapify(heap)

    for x in arr:
        yield heapq.heappushpop(heap, x)

    while heap:
        yield heapq.heappop(heap)


""""""
K-Heapsort
k-heapsort

Sorts an almost-sorted ...",1,1,0.2609,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .breadth_first_search import breadth_first_search


""""""
Driver to test breadth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")
    station2 = No...",0,0,0.3871,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def hanoi(height, start=1, end=3):
    steps = []
    if height > 0:
        helper = ({1, 2, 3} - {start} - {end}).pop()
        steps.extend(hanoi(height - 1, start, helper))
        steps.append((start, end))
        steps.extend(hanoi(height - 1, helpe...",0,0,0.1695,1,0,0,0,0,1,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
class Node:
    def __init__(self, value=None, successor=None, successors=[], predecessors=[], incoming_nodes=[], outgoing_nodes=[]):
        self.value = value
        self.successor = successor
        self.successors = successors
        self.predecessors ...",0,0,0.1744,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from .node import Node
from .depth_first_search import depth_first_search


""""""
Driver to test depth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")
    station2 = Node(""Wa...",1,1,0.3537,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def minimum_spanning_tree(weight_by_edge):
    group_by_node = {}
    mst_edges = set()

    for edge in sorted(weight_by_edge, key=weight_by_edge.__getitem__):
        u, v = edge
        if group_by_node.setdefault(u, {u}) != group_by_node.setdefault(v, ...",1,1,0.1818,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
from heapq import *

def shortest_path_length(length_by_edge, startnode, goalnode):
    unvisited_nodes = [] # FibHeap containing (node, distance) pairs
    heappush(unvisited_nodes, (0, startnode))
    visited_nodes = set()

    while len(unvisited_nodes) ...",1,1,0.3131,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def find_in_sorted(arr, x):
    def binsearch(start, end):
        if start == end:
            return -1
        mid = start + (end - start) // 2
        if x < arr[mid]:
            return binsearch(start, mid)
        elif x > arr[mid]:
            re...",1,1,0.1746,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def is_valid_parenthesization(parens):
    depth = 0
    for paren in parens:
        if paren == '(':
            depth += 1
        else:
            depth -= 1
            if depth < 0:
                return False

    return True


""""""
Nested ...",1,1,0.2013,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
# Python 3
def possible_change(coins, total):
    if total == 0:
        return 1
    if total < 0:
        return 0

    first, *rest = coins
    return possible_change(coins, total - first) + possible_change(rest, total)



""""""
Making Change
change...",0,0,0.269,0,1,0,0,1,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):
def detect_cycle(node):
    hare = tortoise = node

    while True:
        if hare.successor is None:
            return False

        tortoise = tortoise.successor
        hare = hare.successor.successor

        if hare is tortoise:
            retu...",1,1,0.1881,0,0,0,1,0,0,0,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V3,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

STRICT MODE: Output one digit only. Extra text will break the system.


Input (Code):

def subsequences(a, b, k):
    if k == 0:
        return [[]]

    ret = []
    for i in range(a, b + 1 - k):
        ret.extend(
            [i] + rest for rest in subsequences(i + 1, b, k - 1)
        )

    return ret

",1,1,0.1723,1,1,1,0,0,0,1,0.52,0.5172,0.6,0.5556,50,9.646700543070603e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def max_sublist_sum(arr):
    max_ending_here = 0
    max_so_far = 0

    for x in arr:
        max_ending_here = max(0, max_ending_here + x)
        max_so_far = max(max_so_far, max_ending_here)

    return max_so_far

""""""
de...",1,1,0.4509,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
from heapq import *

def shortest_path_length(length_by_edge, startnode, goalnode):
    unvisited_nodes = [] # FibHeap containing (node, distance) pairs
    heappush(unvisited_nodes, (0, startnode))
    visited_nodes = set()

    wh...",1,1,0.2785,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def topological_ordering(nodes):
    ordered_nodes = [node for node in nodes if not node.incoming_nodes]

    for node in ordered_nodes:
        for nextnode in node.outgoing_nodes:
            if set(ordered_nodes).issuperset(nextnod...",1,1,0.2082,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
from .node import Node
from .depth_first_search import depth_first_search


""""""
Driver to test depth first search
""""""
def main():
    # Case 1: Strongly connected graph
    # Output: Path found!
    station1 = Node(""Westminster"")...",1,1,0.3355,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

import string
def to_base(num, b):
    result = ''
    alphabet = string.digits + string.ascii_uppercase
    while num > 0:
        i = num % b
        num = num // b
        result = result + alphabet[i]
    return result


...",1,1,0.1995,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def kth(arr, k):
    pivot = arr[0]
    below = [x for x in arr if x < pivot]
    above = [x for x in arr if x > pivot]

    num_less = len(below)
    num_lessoreq = len(arr) - len(above)

    if k < num_less:
        return kth...",1,1,0.174,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
from .node import Node
from .detect_cycle import detect_cycle


""""""
Driver to test reverse linked list
""""""
def main():
    # Case 1: 5-node list input with no cycle
    # Expected Output: Cycle not detected!
    node1 = Node(1)
...",0,0,0.3396,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def shortest_paths(source, weight_by_edge):
    weight_by_node = {
        v: float('inf') for u, v in weight_by_edge
    }
    weight_by_node[source] = 0

    for i in range(len(weight_by_node) - 1):
        for (u, v), weight in...",1,1,0.283,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def hanoi(height, start=1, end=3):
    steps = []
    if height > 0:
        helper = ({1, 2, 3} - {start} - {end}).pop()
        steps.extend(hanoi(height - 1, start, helper))
        steps.append((start, helper))
        steps.exte...",0,0,0.273,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def kth(arr, k):
    pivot = arr[0]
    below = [x for x in arr if x < pivot]
    above = [x for x in arr if x > pivot]

    num_less = len(below)
    num_lessoreq = len(arr) - len(above)

    if k < num_less:
        return kth(b...",1,1,0.2086,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(...",0,0,0.2828,1,0,0,0,0,1,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
from .node import Node
from .shortest_path_length import shortest_path_length


""""""
Test shortest path length
""""""
def main():

    node1 = Node(""1"")
    node5 = Node(""5"")
    node4 = Node(""4"", None, [node5])
    node3 = Node(""3...",0,0,0.2879,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def detect_cycle(node):
    hare = tortoise = node

    while True:
        if hare is None or hare.successor is None:
            return False

        tortoise = tortoise.successor
        hare = hare.successor.successor

     ...",1,1,0.1974,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def lis(arr):
    ends = {}
    longest = 0

    for i, val in enumerate(arr):

        prefix_lengths = [j for j in range(1, longest + 1) if arr[ends[j]] < val]

        length = max(prefix_lengths) if prefix_lengths else 0

 ...",0,0,0.2058,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def sqrt(x, epsilon):
    approx = x / 2
    while abs(x - approx) > epsilon:
        approx = 0.5 * (approx + x / approx)
    return approx

""""""
Square Root

Newton-Raphson method implementation.


Input:
    x: A float
  ...",1,1,0.1966,0,0,0,1,0,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def find_first_in_sorted(arr, x):
    lo = 0
    hi = len(arr)

    while lo < hi:
        mid = (lo + hi) // 2

        if x == arr[mid] and (mid == 0 or x != arr[mid - 1]):
            return mid

        elif x <= arr[mid]:...",1,1,0.2763,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def mergesort(arr):
    def merge(left, right):
        result = []
        i = 0
        j = 0
        while i < len(left) and j < len(right):
            if left[i] <= right[j]:
                result.append(left[i])
          ...",1,1,0.3867,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def quicksort(arr):
    if not arr:
        return []

    pivot = arr[0]
    lesser = quicksort([x for x in arr[1:] if x < pivot])
    greater = quicksort([x for x in arr[1:] if x > pivot])
    return lesser + [pivot] + greater

...",0,0,0.1844,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
def next_palindrome(digit_list):
    high_mid = len(digit_list) // 2
    low_mid = (len(digit_list) - 1) // 2
    while high_mid < len(digit_list) and low_mid >= 0:
        if digit_list[high_mid] == 9:
            digit_list[high_mid...",1,1,0.2082,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):
from .shortest_paths import shortest_paths


""""""
Test shortest paths
""""""
def main():
    # Case 1: Graph with multiple paths
    # Output: {'A': 0, 'C': 3, 'B': 1, 'E': 5, 'D': 10, 'F': 4}
    graph = {
        ('A', 'B'): 3,
  ...",0,0,0.3275,1,0,0,0,0,1,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def bitcount(n):
    count = 0
    while n:
        n &= n - 1
        count += 1
    return count
",1,1,0.1685,1,1,1,0,0,0,1,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
qwen2.5-coder:3b,bug_detection,T=T3|V=V7,"You are a static analysis tool. Inspect the given Python code and determine if it has a bug. Answer with a single digit: 0 for buggy, 1 for correct.

You must respond with exactly one character. Outputting anything other than 0 or 1 is invalid.


Input (Code):

def max_sublist_sum(arr):
    max_ending_here = 0
    max_so_far = 0

    for x in arr:
        max_ending_here = max_ending_here + x
        max_so_far = max(max_so_far, max_ending_here)

    return max_so_far


""""""
Max Subl...",0,0,0.1985,0,1,0,0,1,0,0,0.54,0.5312,0.68,0.5965,50,9.925445662505039e-05
